employee_id,umur,jenis_kelamin,IPK,level,tahun_lulus,status_perkawinan,divisi,rerata_jam_bulanan,tingkat_kepuasan_bekerja,nilai_evaluasi_terakhir,jumlah_proyek_yang_dikerjakan,lama_di_perusahaan,kecelakaan_kerja,promosi_5thn_lalu,tingkat_gaji,resign
13220,37.0,Laki-laki,3.180877525667864,Full-Time,2005.0,Sudah Menikah,product_mng,,0.85,0.5086973602979419,3,2 Years,belum pernah,belum,rendah,0
13221,26.0,Perempuan,3.3703997572948206,Full-Time,2017.0,Belum Menikah,RandD,190.0,0.77,,5,36 Months,belum pernah,belum,rendah,0
13222,24.0,Laki-laki,3.1517443050106992,Full-Time,2018.0,Sudah Menikah,support,,0.81,0.48101893244962074,4,36 Months,belum pernah,belum,rendah,0
13223,35.0,Laki-laki,2.88560606749821,Full-Time,2007.0,Sudah Menikah,sales,274.0,,,3,2 Years,belum pernah,belum,sedang,0
13224,31.0,Laki-laki,3.2290070260746324,Full-Time,2012.0,Belum Menikah,sales,178.0,0.82,,5,7 Years,pernah,belum,sedang,0
13225,,Perempuan,3.196712376809708,Full-Time,,Belum Menikah,marketing,169.0,0.49,0.39768156663911103,3,3 Years,belum pernah,belum,sedang,0
13226,46.0,Laki-laki,2.9301436133075263,Full-Time,1996.0,Belum Menikah,support,150.0,0.94,,3,24 Months,belum pernah,belum,rendah,0
13227,24.0,Laki-laki,1.1129908372175594,Internship,2017.0,Sudah Menikah,RandD,234.0,,0.4102443920397917,5,3 Years,belum pernah,belum,sedang,0
13228,,Laki-laki,2.2310414388484276,Senior,,Sudah Menikah,accounting,239.0,0.55,0.5471415152024219,3,8 Years,belum pernah,belum,tinggi,0
13229,,Laki-laki,3.535724916334427,Full-Time,,Sudah Menikah,IT,259.0,0.92,0.5915501070606604,5,60 Months,belum pernah,belum,rendah,1
13230,,Perempuan,3.412660113107466,Full-Time,,Belum Menikah,accounting,149.0,0.23,0.03891308237065344,4,72 Months,belum pernah,belum,rendah,0
13231,26.0,Perempuan,2.621725473428996,Part-Time,2016.0,Belum Menikah,support,154.0,0.23,,4,6 Years,pernah,belum,sedang,0
13232,,Laki-laki,1.3680105037581238,Probation,,Sudah Menikah,RandD,183.0,0.29,0.520709424144946,4,4 Years,belum pernah,belum,rendah,0
13233,,Laki-laki,2.1823656085654095,Senior,,Sudah Menikah,sales,219.0,0.8,0.5391024392705912,3,3 Years,belum pernah,belum,rendah,0
13234,,Laki-laki,1.7613854224274625,Junior,,Belum Menikah,sales,283.0,0.34,0.41320768886686415,4,2 Years,belum pernah,belum,tinggi,0
13235,,Laki-laki,2.9587038823334715,Full-Time,,Sudah Menikah,hr,148.0,0.5,0.5581234122373593,4,3 Years,pernah,belum,rendah,0
13236,,Laki-laki,0.8463330694779808,Internship,,Sudah Menikah,technical,181.0,0.63,0.35985837022215733,4,36 Months,belum pernah,belum,sedang,0
13237,,Laki-laki,3.7139862007890114,Full-Time,,Belum Menikah,sales,212.0,0.79,0.43282508681303394,3,2 Years,pernah,belum,sedang,0
13238,,Laki-laki,0.4626813366071778,Internship,,Sudah Menikah,support,265.0,0.58,0.5239008196297703,5,3 Years,belum pernah,belum,rendah,0
13239,,Laki-laki,1.8772439804957988,Junior,,Sudah Menikah,technical,197.0,0.99,0.6028194140026969,5,4 Years,pernah,belum,rendah,0
13240,,Laki-laki,3.030425869584928,Full-Time,,Belum Menikah,technical,153.0,0.41,0.3275060189464167,2,3 Years,belum pernah,belum,sedang,1
13241,,Laki-laki,2.147999352635354,Senior,,Sudah Menikah,sales,199.0,0.49,0.5767816164217913,3,3 Years,belum pernah,belum,sedang,0
13242,28.0,Perempuan,2.557873335570555,Part-Time,2014.0,Belum Menikah,technical,146.0,,0.44947911804003343,4,10 Years,belum pernah,belum,rendah,0
13243,,Laki-laki,3.6679384797770718,Full-Time,,Belum Menikah,technical,150.0,0.52,0.683186889692225,3,2 Years,pernah,belum,sedang,0
13244,,Perempuan,3.0127241566501124,Full-Time,,Belum Menikah,sales,151.0,0.4,0.36720760296167004,2,3 Years,belum pernah,belum,sedang,1
13245,,Laki-laki,2.159634045153657,Senior,,Sudah Menikah,product_mng,276.0,0.82,0.6602818024346708,5,72 Months,belum pernah,belum,sedang,1
13246,,Laki-laki,1.5628541804109182,Probation,,Sudah Menikah,technical,231.0,0.74,0.45705439331944625,4,5 Years,belum pernah,belum,rendah,1
13247,,Laki-laki,2.605393187898052,Part-Time,,Sudah Menikah,sales,,0.36,0.5527938101994587,6,3 Years,belum pernah,belum,rendah,0
13248,,Laki-laki,3.827145756665344,Full-Time,,Belum Menikah,technical,166.0,0.8,0.42723309712488594,2,3 Years,belum pernah,belum,sedang,0
13249,,Laki-laki,3.308717346548736,Full-Time,,Sudah Menikah,support,147.0,0.6,0.3497588520322339,4,3 Years,belum pernah,belum,rendah,0
13250,,Laki-laki,1.824221176824672,Junior,,Sudah Menikah,marketing,,0.28,0.8643432383210397,4,6 Years,belum pernah,belum,rendah,0
13251,46.0,Laki-laki,3.227567936749637,Full-Time,1997.0,Sudah Menikah,marketing,186.0,,0.44417862423073556,5,36 Months,belum pernah,belum,rendah,0
13252,42.0,Laki-laki,3.3003292137058247,Full-Time,2001.0,Belum Menikah,RandD,252.0,0.86,,5,5 Years,belum pernah,belum,rendah,1
13253,,Laki-laki,2.338348596697779,Senior,,Sudah Menikah,support,276.0,0.82,0.2913895489385662,4,4 Years,belum pernah,belum,rendah,0
13254,,Laki-laki,2.4456474803662847,Senior,,Sudah Menikah,accounting,,0.6,0.6485776776427175,3,2 Years,belum pernah,belum,rendah,0
13255,,Laki-laki,2.328099370734197,Senior,,Belum Menikah,sales,130.0,0.43,0.3937796284479493,2,3 Years,belum pernah,belum,rendah,1
13256,,Laki-laki,2.1703988934835596,Senior,,Sudah Menikah,support,,0.83,0.3982730476142171,5,5 Years,belum pernah,belum,rendah,1
13257,,Laki-laki,3.499934605104008,Full-Time,,Sudah Menikah,sales,245.0,0.55,0.5993945547646405,3,36 Months,belum pernah,belum,rendah,0
13258,,Laki-laki,2.45410889034688,Senior,,Sudah Menikah,support,168.0,0.55,0.4926137807716757,4,8 Years,belum pernah,belum,rendah,0
13259,,Laki-laki,1.159060202638564,Probation,,Sudah Menikah,technical,222.0,0.79,0.3410229118231548,5,4 Years,belum pernah,belum,rendah,0
13260,36.0,Laki-laki,1.0801622249838003,Internship,2005.0,Sudah Menikah,sales,144.0,0.95,,3,3 Years,belum pernah,belum,sedang,0
13261,,Laki-laki,2.9384346950891262,Full-Time,,Sudah Menikah,hr,224.0,0.61,0.43280360056719935,3,3 Years,belum pernah,belum,rendah,0
13262,,Laki-laki,1.9598409033901933,Junior,,Sudah Menikah,support,140.0,0.49,0.4514007329181782,5,3 Years,belum pernah,belum,tinggi,0
13263,34.0,Laki-laki,3.2271846839016143,Full-Time,2009.0,Sudah Menikah,technical,,,0.642494256422493,3,36 Months,belum pernah,belum,rendah,0
13264,38.0,Laki-laki,2.372252393173489,Senior,2003.0,Sudah Menikah,RandD,210.0,,0.34596153281419917,5,24 Months,belum pernah,belum,sedang,0
13265,,Laki-laki,1.7406903366341062,Junior,,Sudah Menikah,marketing,149.0,0.44,0.33668195465470546,2,3 Years,belum pernah,belum,rendah,1
13266,,Laki-laki,3.209881701242323,Full-Time,,Sudah Menikah,support,272.0,0.79,0.40238689438551734,5,3 Years,belum pernah,belum,sedang,0
13267,,Laki-laki,3.557152551585661,Full-Time,,Belum Menikah,support,532.0,0.73,0.4455052398281599,3,2 Years,belum pernah,belum,sedang,0
13268,27.0,Laki-laki,2.269049929493651,Senior,2014.0,Sudah Menikah,sales,224.0,0.63,,5,36 Months,belum pernah,belum,rendah,0
13269,27.0,Laki-laki,1.6017454125177697,Junior,2014.0,Sudah Menikah,IT,268.0,,,5,3 Years,belum pernah,belum,rendah,0
13270,,Laki-laki,0.6673212670246134,Internship,,Sudah Menikah,technical,128.0,0.38,0.4185350434854699,2,3 Years,belum pernah,belum,rendah,1
13271,46.0,Laki-laki,2.519470640291175,Senior,1996.0,Sudah Menikah,sales,,0.52,0.4796730615281068,4,3 Years,belum pernah,belum,rendah,0
13272,,Laki-laki,2.4325317844510868,Senior,,Sudah Menikah,hr,161.0,0.63,0.35690667889672845,2,60 Months,belum pernah,belum,sedang,0
13273,,Laki-laki,2.909660330659839,Full-Time,,Sudah Menikah,technical,158.0,0.96,0.4021867765758198,4,6 Years,belum pernah,belum,sedang,0
13274,31.0,Perempuan,2.744301189560813,Part-Time,2011.0,Belum Menikah,support,142.0,0.59,,4,3 Years,pernah,belum,sedang,0
13275,,Laki-laki,2.3091795582940113,Senior,,Sudah Menikah,support,224.0,0.74,0.5219550817375058,5,2 Years,belum pernah,belum,sedang,0
13276,30.0,Laki-laki,1.6585466528778283,Junior,2011.0,Sudah Menikah,marketing,139.0,0.4,,2,36 Months,belum pernah,belum,rendah,1
13277,46.0,Perempuan,2.177775361439559,Senior,1995.0,Belum Menikah,sales,272.0,,,6,48 Months,belum pernah,belum,sedang,1
13278,27.0,Laki-laki,3.02750316549842,Full-Time,2015.0,Sudah Menikah,support,128.0,0.35,,3,3 Years,belum pernah,belum,sedang,0
13279,44.0,Laki-laki,3.3489867416113492,Full-Time,1999.0,Sudah Menikah,support,224.0,0.84,,5,2 Years,belum pernah,belum,sedang,0
13280,,Laki-laki,2.3433681301391895,Senior,,Belum Menikah,product_mng,,0.45,0.28936960625699026,2,3 Years,belum pernah,belum,rendah,1
13281,,Laki-laki,1.8305163299251026,Junior,,Sudah Menikah,marketing,240.0,0.75,0.5079387515866656,5,6 Years,pernah,belum,sedang,1
13282,,Laki-laki,3.0515968341238975,Full-Time,,Sudah Menikah,sales,211.0,0.55,0.45994936464482983,4,48 Months,belum pernah,belum,rendah,0
13283,,Laki-laki,0.9552131637343452,Internship,,Sudah Menikah,marketing,167.0,0.2,0.3681551544666524,5,84 Months,belum pernah,belum,sedang,0
13284,,Perempuan,1.5819402322236138,Probation,,Belum Menikah,IT,214.0,0.6,0.27003198336514184,4,2 Years,belum pernah,belum,sedang,0
13285,,Perempuan,1.7966455552179175,Junior,,Belum Menikah,sales,,0.91,0.41113303878850127,5,72 Months,belum pernah,belum,rendah,1
13286,,Perempuan,2.5190017285331114,Senior,,Belum Menikah,sales,206.0,0.36,0.40756415661792633,3,4 Years,belum pernah,belum,rendah,0
13287,32.0,Laki-laki,0.5760714085038686,Internship,2008.0,Sudah Menikah,technical,171.0,0.59,,2,2 Years,belum pernah,belum,rendah,0
13288,,Laki-laki,3.369668840393391,Full-Time,,Sudah Menikah,technical,179.0,0.24,0.46007893228332236,5,6 Years,belum pernah,belum,sedang,0
13289,,Laki-laki,2.6801400863490055,Part-Time,,Sudah Menikah,IT,191.0,0.77,0.42405529345818005,4,36 Months,belum pernah,belum,sedang,0
13290,,Laki-laki,3.676408627152979,Full-Time,,Sudah Menikah,RandD,127.0,0.44,0.2830089759368456,2,3 Years,belum pernah,belum,sedang,1
13291,,Laki-laki,2.4040633347713944,Senior,,Belum Menikah,technical,173.0,0.86,0.473689227290674,4,36 Months,belum pernah,belum,rendah,0
13292,33.0,Laki-laki,2.5276811649731736,Senior,2009.0,Sudah Menikah,support,162.0,0.85,,4,3 Years,belum pernah,belum,sedang,0
13293,32.0,Laki-laki,0.7601211052789663,Internship,2008.0,Sudah Menikah,sales,111.0,0.32,,5,4 Years,belum pernah,belum,sedang,0
13294,,Laki-laki,2.625889584585528,Part-Time,,Sudah Menikah,sales,244.0,0.82,0.6576957997872295,5,5 Years,belum pernah,belum,rendah,1
13295,29.0,Perempuan,3.149560501015416,Full-Time,2013.0,Belum Menikah,IT,,,,4,24 Months,pernah,belum,sedang,0
13296,34.0,Laki-laki,2.9308765324311388,Full-Time,2008.0,Sudah Menikah,technical,188.0,,0.44655317002269856,3,3 Years,belum pernah,belum,tinggi,0
13297,31.0,Laki-laki,3.280991141316285,Full-Time,2012.0,Sudah Menikah,management,172.0,0.91,,4,4 Years,pernah,belum,tinggi,0
13298,,Laki-laki,3.8592320937857085,Full-Time,,Sudah Menikah,hr,197.0,0.66,0.5214085156934856,4,2 Years,belum pernah,belum,rendah,0
13299,32.0,Perempuan,3.383696788168878,Full-Time,2011.0,Belum Menikah,marketing,138.0,,0.4084234069920834,2,3 Years,belum pernah,belum,sedang,1
13300,,Laki-laki,2.870628368809492,Part-Time,,Belum Menikah,support,215.0,0.38,0.3874796845833768,2,6 Years,belum pernah,belum,sedang,0
13301,,Laki-laki,0.7881682346858372,Internship,,Belum Menikah,technical,175.0,0.13,0.45339292508289564,4,5 Years,belum pernah,belum,rendah,0
13302,,Perempuan,3.3679678592352458,Full-Time,,Belum Menikah,RandD,157.0,0.7,0.5452404582270884,3,2 Years,belum pernah,belum,sedang,0
13303,,Laki-laki,3.2933867867167135,Full-Time,,Belum Menikah,support,245.0,0.72,0.4058634456002202,4,3 Years,belum pernah,belum,sedang,0
13304,,Laki-laki,3.224084755907512,Full-Time,,Sudah Menikah,support,167.0,0.32,0.42937796054776917,4,5 Years,belum pernah,belum,sedang,0
13305,40.0,Laki-laki,1.7027034989004937,Junior,2001.0,Sudah Menikah,sales,257.0,0.58,,4,36 Months,belum pernah,belum,rendah,0
13306,27.0,Laki-laki,0.24135358113646627,Internship,2013.0,Sudah Menikah,IT,127.0,0.4,,2,36 Months,belum pernah,belum,rendah,1
13307,38.0,Laki-laki,3.5330064019261447,Full-Time,2005.0,Belum Menikah,marketing,167.0,0.72,,5,3 Years,belum pernah,belum,sedang,0
13308,,Laki-laki,2.9089909471597215,Full-Time,,Belum Menikah,sales,192.0,0.63,0.3541580086401534,5,2 Years,belum pernah,belum,rendah,0
13309,,Laki-laki,0.672514311971448,Internship,,Belum Menikah,technical,233.0,0.52,0.552626461760477,4,24 Months,belum pernah,belum,sedang,0
13310,,Laki-laki,2.150707866807444,Senior,,Belum Menikah,technical,264.0,0.11,0.4061569513647756,6,48 Months,belum pernah,belum,rendah,1
13311,,Laki-laki,2.160922515882334,Senior,,Belum Menikah,sales,,0.66,0.4434596896090401,4,48 Months,belum pernah,belum,sedang,0
13312,46.0,Laki-laki,3.4861807417877473,Full-Time,1997.0,Belum Menikah,support,262.0,,0.23084878123638333,4,72 Months,belum pernah,belum,rendah,1
13313,,Laki-laki,3.415106337562973,Full-Time,,Sudah Menikah,sales,187.0,0.52,0.36413120055878584,4,4 Years,pernah,belum,sedang,0
13314,,Laki-laki,0.3313615992647843,Internship,,Sudah Menikah,accounting,,0.83,0.501153571629601,4,36 Months,belum pernah,belum,sedang,0
13315,,Perempuan,3.0365523736028166,Full-Time,,Belum Menikah,sales,279.0,0.42,0.6764736295616489,4,6 Years,belum pernah,belum,sedang,0
13316,,Laki-laki,1.9740281189903905,Junior,,Sudah Menikah,technical,264.0,0.27,0.6058329589151361,5,36 Months,belum pernah,belum,sedang,0
13317,,Laki-laki,2.7462893770642873,Part-Time,,Belum Menikah,IT,221.0,0.14,0.2883610596241359,6,5 Years,belum pernah,belum,rendah,0
13318,,Laki-laki,2.2260674993574616,Senior,,Sudah Menikah,marketing,154.0,0.51,0.4081703881592107,4,3 Years,belum pernah,belum,sedang,0
13319,,Laki-laki,0.6215103894427758,Internship,,Belum Menikah,management,479.0,0.96,0.5485013857942163,3,96 Months,pernah,belum,sedang,0
13320,,Laki-laki,3.4753779633130786,Full-Time,,Sudah Menikah,sales,258.0,0.6,0.47870458789832626,3,3 Years,belum pernah,belum,rendah,0
13321,,Laki-laki,1.951001565461278,Junior,,Sudah Menikah,support,188.0,0.39,0.5748600586619689,3,5 Years,belum pernah,belum,rendah,0
13322,,Laki-laki,1.3066932561059186,Probation,,Sudah Menikah,IT,,0.49,0.388115564165841,5,24 Months,belum pernah,belum,tinggi,0
13323,,Laki-laki,3.6981618627513093,Full-Time,,Sudah Menikah,IT,270.0,0.94,0.4469404821389696,4,3 Years,belum pernah,belum,sedang,0
13324,,Laki-laki,2.396654486029369,Senior,,Sudah Menikah,support,158.0,0.79,0.5040347233414302,5,24 Months,belum pernah,belum,rendah,0
13325,,Laki-laki,2.798002240336368,Part-Time,,Sudah Menikah,sales,261.0,0.92,0.7683755848496308,4,4 Years,belum pernah,belum,sedang,0
13326,,Laki-laki,2.014416289515067,Junior,,Belum Menikah,support,234.0,0.94,0.46878959418017846,3,24 Months,belum pernah,belum,sedang,0
13327,,Laki-laki,2.184006129419625,Senior,,Sudah Menikah,sales,135.0,0.43,0.44317772197868066,2,3 Years,belum pernah,belum,rendah,1
13328,,Laki-laki,1.7885650469457115,Junior,,Sudah Menikah,RandD,,0.77,0.5884698474012513,3,2 Years,pernah,belum,rendah,0
13329,29.0,Laki-laki,1.027470461242514,Internship,2012.0,Sudah Menikah,marketing,,0.83,,3,2 Years,belum pernah,belum,sedang,0
13330,,Laki-laki,0.5070554234390263,Internship,,Sudah Menikah,hr,140.0,0.44,0.4448912360397167,2,3 Years,belum pernah,belum,sedang,1
13331,35.0,Laki-laki,1.4721090867827231,Probation,2006.0,Belum Menikah,management,,0.74,,3,36 Months,belum pernah,belum,sedang,0
13332,,Laki-laki,1.6621094472947768,Junior,,Sudah Menikah,sales,220.0,0.92,0.386286895136959,4,2 Years,belum pernah,belum,sedang,0
13333,,Laki-laki,2.5710403658443712,Part-Time,,Sudah Menikah,RandD,99.0,0.6,0.55766515845136,4,72 Months,belum pernah,belum,sedang,0
13334,,Laki-laki,0.4097595344942739,Internship,,Sudah Menikah,technical,242.0,0.6,0.39744855936402207,3,3 Years,belum pernah,belum,sedang,0
13335,,Perempuan,1.4670151100678728,Probation,,Belum Menikah,IT,196.0,0.8,0.4533002077310421,5,3 Years,belum pernah,belum,rendah,0
13336,,Laki-laki,1.7301934935461902,Junior,,Belum Menikah,product_mng,,0.63,0.6317253836331297,4,3 Years,belum pernah,belum,rendah,0
13337,,Laki-laki,2.570155162987082,Part-Time,,Sudah Menikah,sales,225.0,0.95,0.4316264816712129,5,3 Years,belum pernah,belum,sedang,0
13338,,Laki-laki,2.8005162934844425,Part-Time,,Belum Menikah,RandD,253.0,0.14,0.4081169908503301,4,72 Months,belum pernah,belum,sedang,0
13339,,Laki-laki,2.0643854694395336,Junior,,Sudah Menikah,support,141.0,0.77,0.5322217451897536,5,3 Years,belum pernah,belum,rendah,0
13340,,Laki-laki,2.4948759717623177,Senior,,Sudah Menikah,accounting,129.0,0.37,0.4020332425816076,2,3 Years,belum pernah,belum,rendah,1
13341,,Laki-laki,2.450408370023959,Senior,,Sudah Menikah,technical,,0.73,0.22108381085961276,4,4 Years,belum pernah,belum,sedang,0
13342,34.0,Laki-laki,2.272043413913028,Senior,2007.0,Sudah Menikah,support,173.0,0.66,,4,48 Months,belum pernah,belum,rendah,0
13343,22.0,Laki-laki,1.3714927350390762,Probation,2019.0,Belum Menikah,support,213.0,,0.39518268458185973,3,4 Years,belum pernah,belum,rendah,0
13344,,Perempuan,2.0684005039459357,Junior,,Belum Menikah,sales,,0.84,0.5210526173872891,4,3 Years,belum pernah,belum,sedang,0
13345,,Laki-laki,1.2284930676410013,Probation,,Belum Menikah,RandD,198.0,0.65,0.40640222277894683,3,3 Years,belum pernah,belum,rendah,0
13346,,Laki-laki,1.705028999976679,Junior,,Sudah Menikah,technical,196.0,0.19,0.35059858278110456,4,60 Months,belum pernah,belum,rendah,0
13347,,Laki-laki,3.788808200707883,Full-Time,,Belum Menikah,support,,0.36,0.5010774677775787,2,3 Years,belum pernah,belum,rendah,1
13348,,Laki-laki,2.836959253910142,Part-Time,,Belum Menikah,IT,167.0,0.83,0.49057303725239987,3,2 Years,pernah,belum,rendah,0
13349,,Laki-laki,2.267736798145269,Senior,,Belum Menikah,sales,163.0,0.99,0.34419406826607274,4,24 Months,belum pernah,belum,rendah,0
13350,,Laki-laki,2.890010078435016,Full-Time,,Sudah Menikah,support,101.0,0.2,0.48901496332928707,4,5 Years,belum pernah,belum,rendah,0
13351,32.0,Laki-laki,3.5483659462372135,Full-Time,2011.0,Belum Menikah,hr,135.0,0.84,,3,3 Years,belum pernah,belum,sedang,0
13352,,Laki-laki,1.4932094833086886,Probation,,Belum Menikah,marketing,236.0,0.77,0.5035899803963284,5,5 Years,belum pernah,belum,sedang,1
13353,,Laki-laki,0.5591065774705519,Internship,,Belum Menikah,product_mng,145.0,0.49,0.4320083958271498,3,3 Years,belum pernah,belum,tinggi,0
13354,32.0,Perempuan,2.5955940377981395,Part-Time,2010.0,Belum Menikah,sales,,0.77,,3,6 Years,belum pernah,belum,tinggi,0
13355,,Laki-laki,3.5682831299415865,Full-Time,,Belum Menikah,management,173.0,0.65,0.6173039055904476,4,36 Months,belum pernah,belum,sedang,0
13356,,Laki-laki,2.332751685781418,Senior,,Belum Menikah,sales,135.0,0.75,0.2924339949304928,4,2 Years,belum pernah,belum,tinggi,0
13357,32.0,Perempuan,2.9862530196299875,Full-Time,2010.0,Belum Menikah,RandD,144.0,,0.5404450198559552,3,24 Months,belum pernah,belum,rendah,0
13358,30.0,Laki-laki,1.8451233584128166,Junior,2011.0,Sudah Menikah,product_mng,144.0,0.41,,2,3 Years,pernah,belum,rendah,1
13359,25.0,Laki-laki,2.1247642700936793,Senior,2016.0,Sudah Menikah,accounting,138.0,0.98,,4,36 Months,belum pernah,belum,rendah,0
13360,,Laki-laki,2.4276598604276405,Senior,,Belum Menikah,marketing,130.0,0.41,0.3950891164414929,2,3 Years,belum pernah,belum,rendah,1
13361,,Laki-laki,2.0992539411792044,Junior,,Sudah Menikah,technical,159.0,0.59,0.4979218166763957,3,36 Months,pernah,belum,sedang,0
13362,,Laki-laki,3.193718637983108,Full-Time,,Sudah Menikah,support,135.0,0.43,0.4289662372635957,2,36 Months,belum pernah,belum,rendah,1
13363,,Laki-laki,2.6822126208527735,Part-Time,,Sudah Menikah,support,233.0,0.59,0.367579212758586,4,4 Years,belum pernah,belum,rendah,0
13364,24.0,Laki-laki,3.0848337373916155,Full-Time,2018.0,Sudah Menikah,sales,,0.78,,4,3 Years,belum pernah,belum,sedang,0
13365,25.0,Laki-laki,0.7723835114525883,Internship,2015.0,Sudah Menikah,technical,,0.48,0.321511913443313,3,24 Months,belum pernah,belum,sedang,0
13366,,Laki-laki,1.6089858061174818,Junior,,Sudah Menikah,technical,,0.44,0.7552590299225943,4,5 Years,pernah,belum,sedang,0
13367,,Laki-laki,2.9384472333424414,Full-Time,,Sudah Menikah,technical,,0.58,0.2963435571447413,4,2 Years,pernah,belum,rendah,0
13368,,Perempuan,0.14821625805495883,Internship,,Belum Menikah,sales,270.0,0.6,0.3140970044780564,5,3 Years,pernah,belum,rendah,0
13369,,Laki-laki,3.2438216298243123,Full-Time,,Sudah Menikah,sales,136.0,0.62,0.4179204917758732,4,24 Months,belum pernah,belum,sedang,0
13370,52.0,Laki-laki,3.084449024095953,Full-Time,1990.0,Sudah Menikah,management,286.0,0.77,,3,6 Years,belum pernah,belum,tinggi,0
13371,,Laki-laki,3.883746484307902,Full-Time,,Belum Menikah,sales,139.0,0.46,0.45435820607051336,2,3 Years,belum pernah,belum,rendah,1
13372,,Laki-laki,3.3948431940353276,Full-Time,,Sudah Menikah,support,170.0,0.94,0.04614633818854752,5,3 Years,belum pernah,belum,sedang,0
13373,32.0,Laki-laki,2.901980948825027,Full-Time,2010.0,Belum Menikah,RandD,257.0,0.76,,5,3 Years,belum pernah,belum,sedang,0
13374,,Perempuan,3.2494452833292087,Full-Time,,Belum Menikah,product_mng,188.0,0.49,0.4378912770989476,5,4 Years,belum pernah,belum,sedang,0
13375,22.0,Laki-laki,2.997100046650054,Full-Time,2020.0,Sudah Menikah,support,219.0,,0.36592106678190395,5,5 Years,belum pernah,belum,rendah,1
13376,,Laki-laki,2.68197888832816,Part-Time,,Sudah Menikah,marketing,242.0,0.89,0.4661806149481821,4,72 Months,belum pernah,belum,rendah,1
13377,,Laki-laki,2.957159289448683,Full-Time,,Sudah Menikah,technical,248.0,0.72,0.438221969055969,2,24 Months,belum pernah,belum,rendah,0
13378,,Laki-laki,3.0498312032271797,Full-Time,,Sudah Menikah,sales,,0.97,0.20525493659851324,4,3 Years,belum pernah,belum,tinggi,0
13379,,Laki-laki,2.5287638162701387,Senior,,Sudah Menikah,technical,,0.89,0.5838803815113196,3,4 Years,belum pernah,belum,rendah,0
13380,,Perempuan,3.0548076835106617,Full-Time,,Belum Menikah,technical,139.0,0.41,0.2937622596872767,2,3 Years,belum pernah,belum,rendah,1
13381,,Laki-laki,2.795996788182579,Part-Time,,Belum Menikah,RandD,184.0,0.34,0.5704354149541795,4,3 Years,belum pernah,belum,sedang,0
13382,,Laki-laki,3.358489871696226,Full-Time,,Sudah Menikah,sales,268.0,0.52,0.4067317848511684,3,36 Months,belum pernah,belum,rendah,0
13383,,Laki-laki,1.1751391954412809,Probation,,Sudah Menikah,hr,196.0,0.54,0.41695341998411656,6,2 Years,belum pernah,belum,sedang,0
13384,32.0,Laki-laki,1.1993215450157908,Probation,2009.0,Sudah Menikah,sales,247.0,,0.2613560129991218,3,24 Months,belum pernah,belum,sedang,0
13385,,Laki-laki,3.293914260560218,Full-Time,,Sudah Menikah,support,,0.51,0.34761955543256134,4,3 Years,belum pernah,belum,sedang,0
13386,46.0,Perempuan,2.4069226919408564,Senior,1995.0,Belum Menikah,marketing,144.0,,0.3334814587404893,2,36 Months,belum pernah,belum,sedang,1
13387,21.0,Laki-laki,1.3449638844072869,Probation,2020.0,Belum Menikah,support,158.0,0.57,,4,5 Years,belum pernah,belum,sedang,1
13388,,Laki-laki,0.9486334871663983,Internship,,Sudah Menikah,sales,129.0,0.43,0.5229640936930745,2,3 Years,belum pernah,belum,rendah,1
13389,,Laki-laki,0.32918558631448525,Internship,,Sudah Menikah,management,169.0,0.76,0.45527007567465994,4,120 Months,belum pernah,belum,sedang,0
13390,,Laki-laki,2.2255146398509975,Senior,,Sudah Menikah,support,106.0,0.39,0.38796491104279157,2,3 Years,pernah,belum,sedang,0
13391,,Perempuan,1.581164893802298,Probation,,Belum Menikah,hr,145.0,0.96,0.4572380328203277,4,24 Months,belum pernah,belum,sedang,0
13392,,Laki-laki,2.4642177271515946,Senior,,Sudah Menikah,technical,151.0,0.37,0.4728535541655696,2,3 Years,belum pernah,belum,sedang,1
13393,,Laki-laki,2.0660698195739444,Junior,,Sudah Menikah,sales,160.0,0.79,0.5112819544350393,3,36 Months,belum pernah,belum,rendah,0
13394,,Laki-laki,3.321933190662151,Full-Time,,Belum Menikah,support,109.0,0.24,0.42221587538503436,6,2 Years,belum pernah,belum,sedang,0
13395,,Laki-laki,2.902871453473551,Full-Time,,Belum Menikah,technical,133.0,0.81,0.574034060464486,3,3 Years,belum pernah,belum,sedang,0
13396,,Laki-laki,2.877194829166105,Part-Time,,Sudah Menikah,technical,245.0,0.52,0.38427855718980075,4,4 Years,belum pernah,belum,sedang,0
13397,,Laki-laki,3.612651584900127,Full-Time,,Sudah Menikah,technical,228.0,0.8,0.45737546459636486,3,36 Months,belum pernah,belum,sedang,0
13398,,Laki-laki,2.8759603171399566,Part-Time,,Sudah Menikah,sales,198.0,0.96,0.27953568482596547,4,84 Months,belum pernah,belum,sedang,0
13399,,Laki-laki,3.552703944759455,Full-Time,,Sudah Menikah,technical,247.0,0.75,0.360511877553218,3,2 Years,belum pernah,belum,tinggi,0
13400,,Laki-laki,3.5338704963003953,Full-Time,,Belum Menikah,management,152.0,0.69,0.4147922669316719,5,3 Years,pernah,belum,sedang,0
13401,,Laki-laki,0.7704969084521324,Internship,,Sudah Menikah,IT,154.0,0.78,0.4494023289000343,3,3 Years,belum pernah,belum,rendah,0
13402,,Laki-laki,3.500828924789283,Full-Time,,Sudah Menikah,technical,232.0,0.49,0.47280577486876413,4,3 Years,pernah,belum,sedang,0
